1,Warszawa,powiat,Warszawa,mazowieckie,1795569,517.2,km²,21.00672,52.23196
246,Sierpc,powiat,sierpecki,mazowieckie,17635,18.6,km²,19.66141,52.85318
247,Strzelce Opolskie,powiat,strzelecki,opolskie,17447,30,km²,18.30045,50.5109
248,Radlin,powiat,wodzisławski,śląskie,17486,12.5,km²,18.46467,50.04119
249,Kostrzyn Nad Odrą,powiat,gorzowski,lubuskie,17659,46.1,km²,14.62795,52.61627
250,Łańcut,powiat,łańcucki,podkarpackie,17590,19.4,km²,22.23351,50.06959
251,Hrubieszów,powiat,hrubieszowski,lubelskie,16885,33,km²,23.88635,50.8068
252,Zielonka,powiat,wołomiński,mazowieckie,17457,79.5,km²,21.15232,52.31085
253,Bogatynia,powiat,zgorzelecki,dolnośląskie,16781,59.9,km²,14.95392,50.90771
254,Garwolin,powiat,garwoliński,mazowieckie,17566,22.1,km²,21.62106,51.8958
255,Rawa Mazowiecka,powiat,rawski,łódzkie,16980,14.3,km²,20.251,51.75829
256,Pleszew,powiat,pleszewski,wielkopolskie,16792,13.4,km²,17.78657,51.8961
257,Łask,powiat,łaski,łódzkie,16687,15.7,km²,19.13348,51.59299
258,Kozienice,powiat,kozienicki,mazowieckie,16630,10.5,km²,21.54988,51.58497
259,Przasnysz,powiat,przasnyski,mazowieckie,16884,25.2,km²,20.88457,53.01825
260,Trzcianka,powiat,czarnkowsko-trzcianecki,wielkopolskie,16842,18.3,km²,16.4611,53.04176
261,Konstancin-Jeziorna,powiat,piaseczyński,mazowieckie,16709,17.7,km²,21.12081,52.08348
262,Libiąż,powiat,chrzanowski,małopolskie,16694,35.9,km²,19.31475,50.10305
263,Braniewo,powiat,braniewski,warmińsko-mazurskie,16876,12.4,km²,19.82212,54.37918
264,Łomianki,powiat,warszawski zachodni,mazowieckie,17091,8.4,km²,20.89501,52.33553
265,Bytów,powiat,bytowski,pomorskie,16730,8.7,km²,17.48903,54.16946
266,Sulechów,powiat,zielonogórski,lubuskie,16360,6.9,km²,15.62591,52.08548
267,Brzesko,powiat,brzeski,małopolskie,16665,11.9,km²,20.60685,49.96784
268,Lędziny,powiat,bieruńsko-lędziński,śląskie,16704,31.7,km²,19.11609,50.12862
269,Radzionków,powiat,tarnogórski,śląskie,16851,13.2,km²,18.9033,50.40151
270,Międzyrzec Podlaski,powiat,bialski,lubelskie,16468,20,km²,22.78673,51.98161
271,Słubice,powiat,słubicki,lubuskie,16470,19.2,km²,14.56624,52.35575
272,Grójec,powiat,grójecki,mazowieckie,16652,8.6,km²,20.8675,51.86551
273,Gubin,powiat,krośnieński,lubuskie,16321,20.7,km²,14.73704,51.95734
274,Nowogard,powiat,goleniowski,zachodniopomorskie,16264,12.6,km²,15.12259,53.66877
275,Gryfice,powiat,gryficki,zachodniopomorskie,16040,12.4,km²,15.19871,53.91485
276,Namysłów,powiat,namysłowski,opolskie,16672,22.6,km²,17.71856,51.07663
277,Olecko,powiat,olecki,warmińsko-mazurskie,16156,11.5,km²,22.49342,54.0398
278,Krapkowice,powiat,krapkowicki,opolskie,15745,21,km²,17.9671,50.47474
279,Rypin,powiat,rypiński,kujawsko-pomorskie,15820,11,km²,19.41933,53.06296
280,Milanówek,powiat,grodziski,mazowieckie,16508,13.4,km²,20.66934,52.12375
281,Strzegom,powiat,świdnicki,dolnośląskie,15684,20.5,km²,16.34621,50.96011
282,Dęblin,powiat,rycki,lubelskie,15505,38.3,km²,21.85624,51.56723
283,Ustroń,powiat,cieszyński,śląskie,15875,59,km²,18.82511,49.71865
284,Busko-Zdrój,powiat,buski,świętokrzyskie,15310,12.3,km²,20.71919,50.46759
285,Ropczyce,powiat,ropczycko-sędziszowski,podkarpackie,15912,47.1,km²,21.61163,50.05286
286,Lidzbark Warmiński,powiat,lidzbarski,warmińsko-mazurskie,15379,14.4,km²,20.56492,54.13059
287,Jelcz-Laskowice,powiat,oławski,dolnośląskie,15474,17.1,km²,17.34996,51.03983
288,Radzyń Podlaski,powiat,radzyński,lubelskie,15182,19.3,km²,22.62497,51.77567
289,Złotoryja,powiat,złotoryjski,dolnośląskie,15021,11.5,km²,15.91945,51.12241
290,Łapy,powiat,białostocki,podlaskie,15283,12.1,km²,22.88301,52.99082
291,Solec Kujawski,powiat,bydgoski,kujawsko-pomorskie,15550,18.7,km²,18.22461,53.0792
292,Świdwin,powiat,świdwiński,zachodniopomorskie,15197,22.4,km²,15.78249,53.77438
293,Ustka,powiat,słupski,pomorskie,14954,10.2,km²,16.85918,54.57345
294,Boguszów-Gorce,powiat,wałbrzyski,dolnośląskie,15016,27,km²,16.19636,50.75525
295,Przeworsk,powiat,przeworski,podkarpackie,14973,22.1,km²,22.50138,50.0545
296,Nisko,powiat,niżański,podkarpackie,15048,61,km²,22.13989,50.5199
297,Choszczno,powiat,choszczeński,zachodniopomorskie,14831,9.6,km²,15.41673,53.17048
298,Limanowa,powiat,limanowski,małopolskie,15012,18.7,km²,20.42307,49.71499
299,Jędrzejów,powiat,jędrzejowski,świętokrzyskie,14577,11.4,km²,20.30461,50.63944
300,Ząbkowice Śląskie,powiat,ząbkowicki,dolnośląskie,14606,13.7,km²,16.81115,50.58927
301,Staszów,powiat,staszowski,świętokrzyskie,14321,26.9,km²,21.16778,50.56123
302,Grodzisk Wielkopolski,powiat,grodziski,wielkopolskie,14739,18.2,km²,16.36281,52.22632
303,Nowy Tomyśl,powiat,nowotomyski,wielkopolskie,14093,5.2,km²,16.12916,52.31776
304,Chełmża,powiat,toruński,kujawsko-pomorskie,14181,7.8,km²,18.61255,53.19238
305,Siemiatycze,powiat,siemiatycki,podlaskie,14022,36.3,km²,22.87544,52.42093
306,Lipno,powiat,lipnowski,kujawsko-pomorskie,14135,11,km²,13.68086,50.3006
307,Skoczów,powiat,cieszyński,śląskie,13996,9.9,km²,18.78776,49.7999
308,Kartuzy,powiat,kartuski,pomorskie,14079,7.4,km²,18.19736,54.33423
309,Głowno,powiat,zgierski,łódzkie,13727,19.8,km²,19.71166,51.9624
310,Ostrzeszów,powiat,ostrzeszowski,wielkopolskie,13840,12.1,km²,17.93318,51.42577
311,Kępno,powiat,kępiński,wielkopolskie,13760,7.8,km²,17.98666,51.27903
312,Łęczyca,powiat,łęczycki,łódzkie,13587,9,km²,19.19829,52.05451
313,Mosina,powiat,poznański,wielkopolskie,14298,13.5,km²,16.84726,52.24558
314,Lubsko,powiat,żarski,lubuskie,13548,12.5,km²,14.97213,51.78819
315,Pszów,powiat,wodzisławski,śląskie,13625,20.4,km²,18.39622,50.04499
316,Wschowa,powiat,wschowski,lubuskie,13516,9.3,km²,16.31728,51.80384
317,Żnin,powiat,żniński,kujawsko-pomorskie,13379,8.4,km²,17.72188,52.84846
318,Leżajsk,powiat,leżajski,podkarpackie,13390,20.6,km²,22.42176,50.2654
319,Dębno,powiat,myśliborski,zachodniopomorskie,13443,19.5,km²,14.70145,52.73967
320,Morąg,powiat,ostródzki,warmińsko-mazurskie,13209,6.1,km²,19.92799,53.912
321,Nidzica,powiat,nidzicki,warmińsko-mazurskie,13355,6.9,km²,20.42757,53.36138
322,Barlinek,powiat,myśliborski,zachodniopomorskie,13491,17.6,km²,15.21664,52.99208
323,Słupca,powiat,słupecki,wielkopolskie,13448,10.3,km²,17.87164,52.2907
324,Darłowo,powiat,sławieński,zachodniopomorskie,13324,20.2,km²,16.40385,54.42915
325,Gołdap,powiat,gołdapski,warmińsko-mazurskie,13551,17.2,km²,22.30188,54.30802
326,Człuchów,powiat,człuchowski,pomorskie,13350,12.8,km²,17.35883,53.66515
327,Tuchola,powiat,tucholski,kujawsko-pomorskie,13450,17.7,km²,17.85904,53.58809
328,Wąbrzeźno,powiat,wąbrzeski,kujawsko-pomorskie,13276,8.5,km²,18.94049,53.27835
329,Głuchołazy,powiat,nyski,opolskie,13141,6.8,km²,17.38338,50.31708
330,Brwinów,powiat,pruszkowski,mazowieckie,13718,14.7,km²,20.71707,52.14256
331,Chojnów,powiat,legnicki,dolnośląskie,13002,5.3,km²,15.93939,51.27221
332,Trzebnica,powiat,trzebnicki,dolnośląskie,13394,10.6,km²,17.0626,51.30964
333,Włodawa,powiat,włodawski,lubelskie,12741,18,km²,23.52904,51.54128
334,Wolsztyn,powiat,wolsztyński,wielkopolskie,12664,4.8,km²,16.11266,52.11725
335,Koluszki,powiat,łódzki wschodni,łódzkie,12687,9.9,km²,19.81797,51.7445
336,Niepołomice,powiat,wielicki,małopolskie,14523,27.4,km²,20.21716,50.03312
337,Kłobuck,powiat,kłobucki,śląskie,12663,47.5,km²,18.93716,50.90255
338,Złocieniec,powiat,drawski,zachodniopomorskie,12579,32.3,km²,16.01207,53.53107
339,Radzymin,powiat,wołomiński,mazowieckie,13502,23.4,km²,21.18078,52.41763
340,Rabka-Zdrój,powiat,nowotarski,małopolskie,12599,36.3,km²,19.96226,49.60767
341,Węgrów,powiat,węgrowski,mazowieckie,12354,35.5,km²,22.04648,52.40083
342,Golub-Dobrzyń,powiat,golubsko-dobrzyński,kujawsko-pomorskie,12210,7.5,km²,19.05728,53.11228
343,Pyrzyce,powiat,pyrzycki,zachodniopomorskie,12415,38.8,km²,14.89267,53.1457
344,Głubczyce,powiat,głubczycki,opolskie,12282,12.5,km²,17.82932,50.20009
345,Brzeziny,powiat,brzeziński,łódzkie,12326,21.6,km²,19.74462,51.80066
346,Sławno,powiat,sławieński,zachodniopomorskie,12286,15.8,km²,16.67541,54.36114
347,Brzeg Dolny,powiat,wołowski,dolnośląskie,12395,17.2,km²,16.70759,51.26723
348,Strzelin,powiat,strzeliński,dolnośląskie,12319,12.7,km²,17.06839,50.78092
349,Wołów,powiat,wołowski,dolnośląskie,12202,18.5,km²,16.64869,51.33638
350,Błonie,powiat,warszawski zachodni,mazowieckie,12058,9.1,km²,20.61697,52.19461
351,Aleksandrów Kujawski,powiat,aleksandrowski,kujawsko-pomorskie,11910,7.2,km²,18.69407,52.87646
352,Pasłęk,powiat,elbląski,warmińsko-mazurskie,12026,10.6,km²,19.65654,54.06263
353,Lubaczów,powiat,lubaczowski,podkarpackie,11670,25.7,km²,23.11793,50.15713
354,Góra Kalwaria,powiat,piaseczyński,mazowieckie,11946,13.7,km²,21.21402,51.98438
355,Janów Lubelski,powiat,janowski,lubelskie,11503,14.8,km²,22.41107,50.70659
356,Warka,powiat,grójecki,mazowieckie,11905,26.8,km²,21.18338,51.7851
357,Szprotawa,powiat,żagański,lubuskie,11371,11,km²,15.53676,51.56507
358,Dąbrowa Tarnowska,powiat,dąbrowski,małopolskie,11828,23.2,km²,20.98507,50.17435
359,Mogilno,powiat,mogileński,kujawsko-pomorskie,11426,8.3,km²,17.95007,52.65734
360,Góra,powiat,górowski,dolnośląskie,11389,13.7,km²,16.53933,51.66815
361,Szydłowiec,powiat,szydłowiecki,mazowieckie,11363,21.9,km²,20.85751,51.22389
362,Drawsko Pomorskie,powiat,drawski,zachodniopomorskie,11292,22.3,km²,15.81342,53.53108
363,Miechów,powiat,miechowski,małopolskie,11364,15.5,km²,20.02769,50.3566
364,Ożarów Mazowiecki,powiat,warszawski zachodni,mazowieckie,12885,8.1,km²,20.79416,52.20805
365,Zdzieszowice,powiat,krapkowicki,opolskie,11161,12.4,km²,18.11932,50.42029
366,Wasilków,powiat,białostocki,podlaskie,12021,28.3,km²,23.20568,53.19868
367,Krosno Odrzańskie,powiat,krośnieński,lubuskie,11047,8.2,km²,15.09803,52.05364
368,Milicz,powiat,milicki,dolnośląskie,11113,13.5,km²,17.27525,51.532
369,Węgorzewo,powiat,węgorzewski,warmińsko-mazurskie,11076,10.9,km²,21.74166,54.21382
370,Puck,powiat,pucki,pomorskie,11025,4.8,km²,18.43258,54.73077
371,Myślibórz,powiat,myśliborski,zachodniopomorskie,10941,15,km²,14.86648,52.92482
372,Brzeszcze,powiat,oświęcimski,małopolskie,10935,19,km²,19.15281,49.9819
373,Wronki,powiat,szamotulski,wielkopolskie,10881,5.8,km²,16.37423,52.71012
374,Koronowo,powiat,bydgoski,kujawsko-pomorskie,10947,28.2,km²,17.93698,53.31406
375,Nowa Dęba,powiat,tarnobrzeski,podkarpackie,10892,16.7,km²,21.75413,50.41349
376,Wisła,powiat,cieszyński,śląskie,10898,110.2,km²,20.94572,52.31162
377,Rogoźno,powiat,obornicki,wielkopolskie,11071,11.2,km²,16.99363,52.7523
378,Kowary,powiat,jeleniogórski,dolnośląskie,10523,37.4,km²,15.83605,50.77868
379,Nowe Miasto Lubawskie,powiat,nowomiejski,warmińsko-mazurskie,10554,11.4,km²,19.58392,53.4249
380,Pińczów,powiat,pińczowski,świętokrzyskie,10371,14.3,km²,20.52562,50.52019
381,Czarnków,powiat,czarnkowsko-trzcianecki,wielkopolskie,10279,10.2,km²,16.57258,52.90107
382,Krynica-Zdrój,powiat,nowosądecki,małopolskie,10279,39.7,km²,20.95942,49.42061
383,Parczew,powiat,parczewski,lubelskie,10395,8.1,km²,22.9,51.639
384,Międzychód,powiat,międzychodzki,wielkopolskie,10386,7,km²,15.89354,52.60465
385,Biskupiec,powiat,olsztyński,warmińsko-mazurskie,10496,5,km²,20.95518,53.8688
386,Ciechocinek,powiat,aleksandrowski,kujawsko-pomorskie,10442,15.3,km²,18.80327,52.88394
387,Miastko,powiat,bytowski,pomorskie,10034,5.7,km²,16.97747,54.00015
388,Syców,powiat,oleśnicki,dolnośląskie,10209,17.1,km²,17.71981,51.30786
389,Murowana Goślina,powiat,poznański,wielkopolskie,10355,8.6,km²,17.00979,52.57585
390,Lubawa,powiat,iławski,warmińsko-mazurskie,10370,16.8,km²,19.73545,53.5005
391,Kolno,powiat,kolneński,podlaskie,10065,25.1,km²,21.93608,53.40169
392,Łobez,powiat,łobeski,zachodniopomorskie,9891,12.8,km²,15.62135,53.63912
393,Dobre Miasto,powiat,olsztyński,warmińsko-mazurskie,9857,4.9,km²,20.39734,53.98689
394,Bukowno,powiat,olkuski,małopolskie,9876,64.6,km²,19.43618,50.261
395,Bystrzyca Kłodzka,powiat,kłodzki,dolnośląskie,9773,10.7,km²,16.65202,50.29687
396,Drezdenko,powiat,strzelecko-drezdenecki,lubuskie,9804,10.7,km²,15.83182,52.83985
397,Sulęcin,powiat,sulęciński,lubuskie,9850,8.6,km²,15.11615,52.44138
398,Krzeszowice,powiat,krakowski,małopolskie,9917,17,km²,19.63202,50.13502
399,Włoszczowa,powiat,włoszczowski,świętokrzyskie,9708,30.3,km²,19.96678,50.85207
400,Mońki,powiat,moniecki,podlaskie,9872,7.7,km²,22.79838,53.40657
401,Trzebiatów,powiat,gryficki,zachodniopomorskie,9778,10.3,km²,15.26572,54.0627
402,Sztum,powiat,sztumski,pomorskie,9660,4.6,km²,19.03054,53.91987
403,Strzelce Krajeńskie,powiat,strzelecko-drezdenecki,lubuskie,9752,5.5,km²,15.53269,52.87858
404,Władysławowo,powiat,pucki,pomorskie,9751,13.7,km²,18.40873,54.79013
405,Kudowa-Zdrój,powiat,kłodzki,dolnośląskie,9613,33.9,km²,16.25415,50.44579
406,Nowy Dwór Gdański,powiat,nowodworski,pomorskie,9767,5.1,km²,19.11508,54.21463
407,Czersk,powiat,chojnicki,pomorskie,9844,9.7,km²,17.97562,53.7962
408,Karczew,powiat,otwocki,mazowieckie,9670,28.1,km²,21.25081,52.07828
409,Maków Mazowiecki,powiat,makowski,mazowieckie,9489,10.3,km²,21.09235,52.86205
410,Skwierzyna,powiat,międzyrzecki,lubuskie,9356,35.9,km²,15.5011,52.59675
411,Puszczykowo,powiat,poznański,wielkopolskie,9484,16.4,km²,16.85594,52.2773
412,Kostrzyn,powiat,poznański,wielkopolskie,9702,8,km²,17.22754,52.39837
413,Ryki,powiat,rycki,lubelskie,9498,27.2,km²,21.9357,51.6267
414,Opalenica,powiat,nowotomyski,wielkopolskie,9520,6.4,km²,16.41243,52.30881
415,Blachownia,powiat,częstochowski,śląskie,9383,36.7,km²,18.96843,50.78202
416,Szubin,powiat,nakielski,kujawsko-pomorskie,9528,7.7,km²,17.74394,53.01175
417,Kożuchów,powiat,nowosolski,lubuskie,9213,5.9,km²,15.59445,51.74548
418,Środa Śląska,powiat,średzki,dolnośląskie,9599,14.9,km²,16.59425,51.16389
419,Wysokie Mazowieckie,powiat,wysokomazowiecki,podlaskie,9240,15.2,km²,22.5104,52.92564
420,Olesno,powiat,oleski,opolskie,9345,15.1,km²,18.42195,50.87666
421,Czarna Białostocka,powiat,białostocki,podlaskie,9032,14.3,km²,23.2851,53.29828
422,Poniatowa,powiat,opolski,lubelskie,8853,15.3,km²,22.06505,51.19298
423,Pobiedziska,powiat,poznański,wielkopolskie,9501,10.2,km²,17.28704,52.47734
424,Sucha Beskidzka,powiat,suski,małopolskie,8967,27.7,km²,19.5823,49.73232
425,Imielin,powiat,bieruńsko-lędziński,śląskie,9374,28,km²,19.20258,50.14407
426,Kolbuszowa,powiat,kolbuszowski,podkarpackie,8834,8,km²,21.77546,50.24333
427,Ustrzyki Dolne,powiat,bieszczadzki,podkarpackie,8759,16.8,km²,22.5877,49.43019
428,Sępólno Krajeńskie,powiat,sępoleński,kujawsko-pomorskie,8951,6.6,km²,17.53484,53.45474
429,Oborniki Śląskie,powiat,trzebnicki,dolnośląskie,9050,14.5,km²,16.91455,51.30107
430,Chełmek,powiat,oświęcimski,małopolskie,8810,8.3,km²,19.25426,50.10033
431,Stary Sącz,powiat,nowosądecki,małopolskie,8974,15,km²,20.63662,49.56403
432,Wojkowice,powiat,będziński,śląskie,8834,12.8,km²,19.03576,50.36593
433,Strzyżów,powiat,strzyżowski,podkarpackie,8683,13.9,km²,21.78563,49.87021
434,Żuromin,powiat,żuromiński,mazowieckie,8685,11.2,km²,19.90784,53.06717
435,Lwówek Śląski,powiat,lwówecki,dolnośląskie,8572,16.7,km²,15.585,51.11089
436,Kamień Pomorski,powiat,kamieński,zachodniopomorskie,8536,10.7,km²,14.77286,53.96539
437,Kruszwica,powiat,inowrocławski,kujawsko-pomorskie,9229,10.2,km²,18.32548,52.67438
438,Orneta,powiat,lidzbarski,warmińsko-mazurskie,8537,9.6,km²,20.13034,54.11555
439,Ziębice,powiat,ząbkowicki,dolnośląskie,8376,15.1,km²,17.04056,50.60078
440,Janikowo,powiat,inowrocławski,kujawsko-pomorskie,8554,9.5,km²,18.1141,52.75316
441,Ozimek,powiat,opolski,opolskie,8373,3.3,km²,18.21252,50.67892
442,Prabuty,powiat,kwidzyński,pomorskie,8550,7.3,km²,19.20444,53.75599
443,Grodków,powiat,brzeski,opolskie,8383,9.9,km²,17.38498,50.69816
444,Kalety,powiat,tarnogórski,śląskie,8476,76.3,km²,18.93615,50.56866
445,Wolbrom,powiat,olkuski,małopolskie,8346,10.1,km²,19.75988,50.38484
446,Jastrowie,powiat,złotowski,wielkopolskie,8613,72.3,km²,16.81502,53.42055
447,Wieruszów,powiat,wieruszowski,łódzkie,8405,6,km²,18.15106,51.29516
448,Poręba,powiat,zawierciański,śląskie,8411,40,km²,19.32628,50.48905
449,Opole Lubelskie,powiat,opolski,lubelskie,8241,15.1,km²,21.96642,51.14754
450,Suchedniów,powiat,skarżyski,świętokrzyskie,8111,59.4,km²,20.83867,51.04723
451,Żychlin,powiat,kutnowski,łódzkie,7866,8.7,km²,19.62609,52.24401
452,Tłuszcz,powiat,wołomiński,mazowieckie,8117,7.9,km²,21.43551,52.43017
453,Połaniec,powiat,staszowski,świętokrzyskie,7852,17.4,km²,21.28105,50.43291
454,Połczyn-Zdrój,powiat,świdwiński,zachodniopomorskie,7894,7.2,km²,16.09527,53.7649
455,Pniewy,powiat,szamotulski,wielkopolskie,8104,9.3,km²,16.25664,52.50896
456,Mszana Dolna,powiat,limanowski,małopolskie,7875,27.1,km²,20.0765,49.68108
457,Chocianów,powiat,polkowicki,dolnośląskie,7689,9,km²,15.89869,51.41683
458,Witkowo,powiat,gnieźnieński,wielkopolskie,7574,8.3,km²,17.77251,52.43959
459,Siechnice,powiat,wrocławski,dolnośląskie,9302,15.6,km²,17.15073,51.03239
460,Kórnik,powiat,poznański,wielkopolskie,8025,6,km²,17.09012,52.24928
461,Pelplin,powiat,tczewski,pomorskie,7509,4.4,km²,18.69785,53.92832
462,Lidzbark,powiat,działdowski,warmińsko-mazurskie,7545,5.7,km²,19.82318,53.2628
463,Zwoleń,powiat,zwoleński,mazowieckie,7558,15.9,km²,19.12471,48.57825
464,Nasielsk,powiat,nowodworski,mazowieckie,7577,12.6,km²,20.81301,52.58675
465,Praszka,powiat,oleski,opolskie,7377,9.4,km²,18.44852,51.05536
466,Trzemeszno,powiat,gnieźnieński,wielkopolskie,7517,5.5,km²,17.82089,52.56007
467,Zelów,powiat,bełchatowski,łódzkie,7356,10.8,km²,19.21958,51.46503
468,Olsztynek,powiat,olsztyński,warmińsko-mazurskie,7423,7.7,km²,20.28162,53.58342
469,Sędziszów Małopolski,powiat,ropczycko-sędziszowski,podkarpackie,12438,37,km²,21.70075,50.0716
470,Barczewo,powiat,olsztyński,warmińsko-mazurskie,7483,4.6,km²,20.69115,53.82971
471,Paczków,powiat,nyski,opolskie,7234,6.6,km²,17.00639,50.46429
472,Barcin,powiat,żniński,kujawsko-pomorskie,7255,3.7,km²,17.94725,52.86323
473,Brzozów,powiat,brzozowski,podkarpackie,7336,11.5,km²,22.01965,49.69504
474,Miasteczko Śląskie,powiat,tarnogórski,śląskie,7328,67.8,km²,18.96417,50.49427
475,Poddębice,powiat,poddębicki,łódzkie,7144,5.9,km²,18.95173,51.8932
476,Chojna,powiat,gryfiński,zachodniopomorskie,7330,12.6,km²,14.43141,52.96298
477,Tuszyn,powiat,łódzki wschodni,łódzkie,7193,23.3,km²,19.54382,51.60566
478,Zbąszyń,powiat,nowotomyski,wielkopolskie,7128,5.4,km²,15.92093,52.2501
479,Zawadzkie,powiat,strzelecki,opolskie,6953,16.5,km²,18.48013,50.60658
480,Gniewkowo,powiat,inowrocławski,kujawsko-pomorskie,6984,9.2,km²,18.40668,52.89443
481,Pieszyce,powiat,dzierżoniowski,dolnośląskie,6928,17.7,km²,16.58161,50.71244
482,Czaplinek,powiat,drawski,zachodniopomorskie,7012,13.6,km²,16.23194,53.56067
483,Łosice,powiat,łosicki,mazowieckie,6956,23.7,km²,22.71729,52.21151
484,Sławków,powiat,będziński,śląskie,6897,36.7,km²,19.34143,50.29189
485,Skarszewy,powiat,starogardzki,pomorskie,6921,10.8,km²,18.446,54.07175
